VP-Name;Auftr.-Nr.;Ihre Auftr.-Nr.;Anlagedatum;Auftr.-Status;Auftr.-Statustext;Kunden;Anschrift;Geburtsdatum;Telefonnummer;Z�hlernummer;Tarif/Produkt;VAP;VAP-Datum;RL;RL-Datum;Stornodatum;Wiederanschaltungsdatum
Herr Maher Hawi;173355;;05.04.2017;94880;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2015;+49 0157 81023469;153914843;badenova - �kostrom24+ Top25 iPhone 32;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;173022;;05.04.2017;95760;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2006;+49 01577 1244936;155954123,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;172689;;05.04.2017;96640;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2012;+49 01722 643549;157993404;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;172356;;04.04.2042;97520;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.1991;+49 0152 31079458;587-82783-107;badenova - �kostrom24+ Top25 iPhone 32;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;172023;;05.04.2017;98400;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2016;+49 0157 81023470;160032684,5;badenova - �kostrom24+ Top25 iPhone 33;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;171690;;05.04.2017;99280;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2007;+49 01577 1244937;162071965;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;171357;;05.04.2017;100160;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2013;+49 01722 643550;164111245,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;171024;;04.04.2043;101040;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.1992;+49 0152 31079459;587-82783-108;badenova - �kostrom24+ Top25 iPhone 33;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;170691;;05.04.2017;101920;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2017;+49 0157 81023471;166150526;badenova - �kostrom24+ Top25 iPhone 34;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;170358;;05.04.2017;102800;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2008;+49 01577 1244938;168189806,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;170025;;05.04.2017;103680;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2014;+49 01722 643551;170229087;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;169692;;04.04.2044;104560;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.1993;+49 0152 31079460;587-82783-109;badenova - �kostrom24+ Top25 iPhone 34;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;169359;;05.04.2017;105440;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2018;+49 0157 81023472;172268367,5;badenova - �kostrom24+ Top25 iPhone 35;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;169026;;05.04.2017;106320;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2009;+49 01577 1244939;174307648;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;168693;;05.04.2017;107200;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2015;+49 01722 643552;176346928,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;168360;;04.04.2045;108080;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.1994;+49 0152 31079461;587-82783-110;badenova - �kostrom24+ Top25 iPhone 35;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;168027;;05.04.2017;108960;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2019;+49 0157 81023473;178386209;badenova - �kostrom24+ Top25 iPhone 36;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;167694;;05.04.2017;109840;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2010;+49 01577 1244940;180425489,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;167361;;05.04.2017;110720;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2016;+49 01722 643553;182464770;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;167028;;04.04.2046;111600;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.1995;+49 0152 31079462;587-82783-111;badenova - �kostrom24+ Top25 iPhone 36;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;166695;;05.04.2017;112480;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2020;+49 0157 81023474;184504050,5;badenova - �kostrom24+ Top25 iPhone 37;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;166362;;05.04.2017;113360;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2011;+49 01577 1244941;186543331;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;166029;;05.04.2017;114240;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2017;+49 01722 643554;188582611,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;165696;;04.04.2047;115120;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.1996;+49 0152 31079463;587-82783-112;badenova - �kostrom24+ Top25 iPhone 37;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;165363;;05.04.2017;116000;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2021;+49 0157 81023475;190621892;badenova - �kostrom24+ Top25 iPhone 38;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;165030;;05.04.2017;116880;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2012;+49 01577 1244942;192661172,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;164697;;05.04.2017;117760;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2018;+49 01722 643555;194700453;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;164364;;04.04.2048;118640;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.1997;+49 0152 31079464;587-82783-113;badenova - �kostrom24+ Top25 iPhone 38;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;164031;;05.04.2017;119520;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2022;+49 0157 81023476;196739733,5;badenova - �kostrom24+ Top25 iPhone 39;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;163698;;05.04.2017;120400;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2013;+49 01577 1244943;198779014;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;163365;;05.04.2017;121280;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2019;+49 01722 643556;200818294,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;163032;;04.04.2049;122160;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.1998;+49 0152 31079465;587-82783-114;badenova - �kostrom24+ Top25 iPhone 39;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;162699;;05.04.2017;123040;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2023;+49 0157 81023477;202857575;badenova - �kostrom24+ Top25 iPhone 40;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;162366;;05.04.2017;123920;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2014;+49 01577 1244944;204896855,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;162033;;05.04.2017;124800;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2020;+49 01722 643557;206936136;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;161700;;04.04.2050;125680;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.1999;+49 0152 31079466;587-82783-115;badenova - �kostrom24+ Top25 iPhone 40;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;161367;;05.04.2017;126560;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2024;+49 0157 81023478;208975416,5;badenova - �kostrom24+ Top25 iPhone 41;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;161034;;05.04.2017;127440;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2015;+49 01577 1244945;211014697;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;160701;;05.04.2017;128320;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2021;+49 01722 643558;213053977,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;160368;;04.04.2051;129200;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2000;+49 0152 31079467;587-82783-116;badenova - �kostrom24+ Top25 iPhone 41;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;160035;;05.04.2017;130080;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2025;+49 0157 81023479;215093258;badenova - �kostrom24+ Top25 iPhone 42;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;159702;;05.04.2017;130960;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2016;+49 01577 1244946;217132538,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;159369;;05.04.2017;131840;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2022;+49 01722 643559;219171819;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;159036;;04.04.2052;132720;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2001;+49 0152 31079468;587-82783-117;badenova - �kostrom24+ Top25 iPhone 42;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;158703;;05.04.2017;133600;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2026;+49 0157 81023480;221211099,5;badenova - �kostrom24+ Top25 iPhone 43;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;158370;;05.04.2017;134480;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2017;+49 01577 1244947;223250380;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;158037;;05.04.2017;135360;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2023;+49 01722 643560;225289660,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;157704;;04.04.2053;136240;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2002;+49 0152 31079469;587-82783-118;badenova - �kostrom24+ Top25 iPhone 43;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;157371;;05.04.2017;137120;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2027;+49 0157 81023481;227328941;badenova - �kostrom24+ Top25 iPhone 44;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;157038;;05.04.2017;138000;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2018;+49 01577 1244948;229368221,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;156705;;05.04.2017;138880;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2024;+49 01722 643561;231407502;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;156372;;04.04.2054;139760;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2003;+49 0152 31079470;587-82783-119;badenova - �kostrom24+ Top25 iPhone 44;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;156039;;05.04.2017;140640;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2028;+49 0157 81023482;233446782,5;badenova - �kostrom24+ Top25 iPhone 45;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;155706;;05.04.2017;141520;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2019;+49 01577 1244949;235486063;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;155373;;05.04.2017;142400;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2025;+49 01722 643562;237525343,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;155040;;04.04.2055;143280;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2004;+49 0152 31079471;587-82783-120;badenova - �kostrom24+ Top25 iPhone 45;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;154707;;05.04.2017;144160;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2029;+49 0157 81023483;239564624;badenova - �kostrom24+ Top25 iPhone 46;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;154374;;05.04.2017;145040;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2020;+49 01577 1244950;241603904,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;154041;;05.04.2017;145920;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2026;+49 01722 643563;243643185;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;153708;;04.04.2056;146800;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2005;+49 0152 31079472;587-82783-121;badenova - �kostrom24+ Top25 iPhone 46;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;153375;;05.04.2017;147680;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2030;+49 0157 81023484;245682465,5;badenova - �kostrom24+ Top25 iPhone 47;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;153042;;05.04.2017;148560;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2021;+49 01577 1244951;247721746;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;152709;;05.04.2017;149440;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2027;+49 01722 643564;249761026,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;152376;;04.04.2057;150320;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2006;+49 0152 31079473;587-82783-122;badenova - �kostrom24+ Top25 iPhone 47;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;152043;;05.04.2017;151200;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2031;+49 0157 81023485;251800307;badenova - �kostrom24+ Top25 iPhone 48;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;151710;;05.04.2017;152080;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2022;+49 01577 1244952;253839587,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;151377;;05.04.2017;152960;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2028;+49 01722 643565;255878868;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;151044;;04.04.2058;153840;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2007;+49 0152 31079474;587-82783-123;badenova - �kostrom24+ Top25 iPhone 48;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;150711;;05.04.2017;154720;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2032;+49 0157 81023486;257918148,5;badenova - �kostrom24+ Top25 iPhone 49;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;150378;;05.04.2017;155600;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2023;+49 01577 1244953;259957429;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;150045;;05.04.2017;156480;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2029;+49 01722 643566;261996709,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;149712;;04.04.2059;157360;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2008;+49 0152 31079475;587-82783-124;badenova - �kostrom24+ Top25 iPhone 49;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;149379;;05.04.2017;158240;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2033;+49 0157 81023487;264035990;badenova - �kostrom24+ Top25 iPhone 50;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;149046;;05.04.2017;159120;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2024;+49 01577 1244954;266075270,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;148713;;05.04.2017;160000;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2030;+49 01722 643567;268114551;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;148380;;04.04.2060;160880;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2009;+49 0152 31079476;587-82783-125;badenova - �kostrom24+ Top25 iPhone 50;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;148047;;05.04.2017;161760;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2034;+49 0157 81023488;270153831,5;badenova - �kostrom24+ Top25 iPhone 51;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;147714;;05.04.2017;162640;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2025;+49 01577 1244955;272193112;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;147381;;05.04.2017;163520;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2031;+49 01722 643568;274232392,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;147048;;04.04.2061;164400;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2010;+49 0152 31079477;587-82783-126;badenova - �kostrom24+ Top25 iPhone 51;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;146715;;05.04.2017;165280;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2035;+49 0157 81023489;276271673;badenova - �kostrom24+ Top25 iPhone 52;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;146382;;05.04.2017;166160;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2026;+49 01577 1244956;278310953,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;146049;;05.04.2017;167040;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2032;+49 01722 643569;280350234;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;145716;;04.04.2062;167920;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2011;+49 0152 31079478;587-82783-127;badenova - �kostrom24+ Top25 iPhone 52;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;145383;;05.04.2017;168800;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2036;+49 0157 81023490;282389514,5;badenova - �kostrom24+ Top25 iPhone 53;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;145050;;05.04.2017;169680;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2027;+49 01577 1244957;284428795;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;144717;;05.04.2017;170560;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2033;+49 01722 643570;286468075,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;144384;;04.04.2063;171440;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2012;+49 0152 31079479;587-82783-128;badenova - �kostrom24+ Top25 iPhone 53;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;144051;;05.04.2017;172320;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2037;+49 0157 81023491;288507356;badenova - �kostrom24+ Top25 iPhone 54;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;143718;;05.04.2017;173200;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2028;+49 01577 1244958;290546636,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;143385;;05.04.2017;174080;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2034;+49 01722 643571;292585917;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;143052;;04.04.2064;174960;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2013;+49 0152 31079480;587-82783-129;badenova - �kostrom24+ Top25 iPhone 54;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;142719;;05.04.2017;175840;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2038;+49 0157 81023492;294625197,5;badenova - �kostrom24+ Top25 iPhone 55;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;142386;;05.04.2017;176720;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2029;+49 01577 1244959;296664478;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;142053;;05.04.2017;177600;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2035;+49 01722 643572;298703758,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;141720;;04.04.2065;178480;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2014;+49 0152 31079481;587-82783-130;badenova - �kostrom24+ Top25 iPhone 55;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;141387;;05.04.2017;179360;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2039;+49 0157 81023493;300743039;badenova - �kostrom24+ Top25 iPhone 56;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;141054;;05.04.2017;180240;Provisioniert EP;Herr Louai Belal;Focher Str. 4, 42719 Solingen;10.08.2030;+49 01577 1244960;302782319,5;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Ja;24.05.2017;Ja;24.05.2017;-;-
Herr Maher Hawi;140721;;05.04.2017;181120;Storno Abgelehnt;Frau Amal Belal;Locher Str. 9, 42719 Solingen;10.01.2036;+49 01722 643573;304821600;badenova - �kostrom24+ Top25 Samsung Galaxy S7;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;140388;;04.04.2066;182000;Storno Abgelehnt;Herr Idris Ali Hassan;Hechtweg 23, 44339 Dortmund;01.07.2015;+49 0152 31079482;587-82783-131;badenova - �kostrom24+ Top25 iPhone 56;Nein;-;Nein;-;24.05.2017;-
Herr Maher Hawi;140055;;05.04.2017;182880;Provisioniert EP;Herr Kaldon Eed;Ardeystr. 111, 58452 Witten;01.01.2040;+49 0157 81023494;306860880,5;badenova - �kostrom24+ Top25 iPhone 57;Ja;24.05.2017;Ja;24.05.2017;-;-
